Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
Mar 2025,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Mar 2025,-260060.91,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Mar 2025,171016.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Mar 2025,NULL,171016.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,26631.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Mar 2025,NULL,26631.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,53569223.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Mar 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Mar 2025,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Mar 2025,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Mar 2025,35041582.86,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Mar 2025,1.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,31745890.66,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,31745890.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Apr 2025,0.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Apr 2025,-89235.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Apr 2025,NULL,10743413.95,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,10743413.95,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Apr 2025,0.2,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Apr 2025,NULL,6053473.35,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,6053473.35,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Apr 2025,0.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Apr 2025,NULL,3922540.65,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,3922540.65,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Apr 2025,0.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Apr 2025,NULL,2593113.95,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,2593113.95,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Apr 2025,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Apr 2025,NULL,8220.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,8253.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Apr 2025,0.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Apr 2025,54140344.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Apr 2025,8048313.36,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Apr 2025,6.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Apr 2025,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Apr 2025,-1653967.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Apr 2025,-474252.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Apr 2025,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Apr 2025,458783.43,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Apr 2025,NULL,458783.43,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,282.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Apr 2025,43.78,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Apr 2025,7743150.55,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Apr 2025,NULL,7743150.55,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Apr 2025,-35251153.93,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Apr 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Apr 2025,-44438064.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Apr 2025,34165830.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Apr 2025,NULL,34165830.01,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,-645775.98,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,-645775.98,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Apr 2025,1573.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Apr 2025,244.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Apr 2025,43195633.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Apr 2025,NULL,43195633.62,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,7470226.86,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Apr 2025,272.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Apr 2025,42.24,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Apr 2025,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Apr 2025,-272311.86,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Apr 2025,176871.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Apr 2025,NULL,176871.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,27457.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Apr 2025,NULL,27457.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,54412656.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Apr 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Apr 2025,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Apr 2025,0.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Apr 2025,34624613.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Apr 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Apr 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,30751399.44,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,30751399.44,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2025,0.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2025,-70189.6,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
May 2025,NULL,10905067.04,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,10905067.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2025,0.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2025,NULL,6109125.78,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,6109125.78,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2025,0.12,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2025,NULL,3424198.96,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,3424198.96,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
May 2025,0.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
May 2025,NULL,2509463.04,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,2509463.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
May 2025,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
May 2025,NULL,7666.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,7691.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
May 2025,0.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
May 2025,52740937.89,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
May 2025,8102882.34,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
May 2025,6.43,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
May 2025,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
May 2025,-1680629.78,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
May 2025,-422313.53,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
May 2025,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
May 2025,395650.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
May 2025,NULL,395650.81,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,272.17,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
May 2025,42.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
May 2025,7248204.46,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
May 2025,NULL,7248204.46,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
May 2025,-34011207.7,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
May 2025,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
May 2025,-42957425.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
May 2025,35491692.78,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
May 2025,NULL,35491692.78,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,-702421.13,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,-702421.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
May 2025,1566.15,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
May 2025,243.41,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
May 2025,41708160.78,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
May 2025,NULL,41708160.78,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,7274639.55,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
May 2025,273.16,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
May 2025,42.46,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
May 2025,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
May 2025,-255895.24,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
May 2025,171349.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
May 2025,NULL,171349.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,26631.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
May 2025,NULL,26631.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,52996833.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
May 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
May 2025,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
May 2025,0.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
May 2025,35887343.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
May 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,NULL,31466772.026666,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,31466772.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2025 T3,0.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
May 2025 T3,-35533.13,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
May 2025 T3,NULL,11235423.093333,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,11235423.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2025 T3,0.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
May 2025 T3,NULL,6211873.746666,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,6211873.75,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2025 T3,0.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
May 2025 T3,NULL,3350179.64,,Missing in Excel,Missing in Excel,Anesthesia,,
May 2025 T3,3350179.64,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
